,홍대,연남,이태원,종로,을지로,성수,한남,청담,신사,삼청,서촌,장충,반포,혜화,신촌,강남
월,-0.7878320854076616,-0.7949531731766372,-0.9537196546294308,-0.8103556499583072,-0.11871019894787692,-0.7783867723016414,-0.7615488510599308,-0.31192717370245077,-0.6097719245761305,-0.8514664169398155,-0.8296401391875325,-0.19117529515192797,-0.616728043881494,-0.7553470039139827,-0.745368066127219,-0.4465773785883204
화,-0.656758300948782,-0.7553228055754339,-0.5686150396975865,-0.5861106369109276,0.08588351278392943,-0.6029570470944668,-0.6709246532436571,-0.2002730407223409,-0.5715581665516324,-0.622159597690447,-0.6167299218267476,-0.04277753045644165,-0.5137690814968762,-0.4673880561915711,-0.7615262902498605,-0.31288182164972145
수,-0.44876679497614935,-0.6608878133534162,-0.682750840631214,-0.4954570515223412,0.1856331391311644,-0.5946191294827445,-0.6553344961268106,-0.02388234531045678,-0.3747226820778771,-0.6007112934146245,-0.61626759679938,-0.08821597538829022,-0.40387670413068355,-0.4323702030472716,-0.31861840523200585,0.0022537978412060294
목,0.7758578992065197,0.28490718315974284,0.34892441696995324,0.4344181763530329,1.300275035437867,0.13528806037192823,0.3049637227371716,0.8097954909999295,0.7179248579174792,0.13387477919422808,0.1599905111212219,1.3134521373973542,1.123019074610673,0.4562409451283045,0.6952147844491832,1.3900389391290773
금,2.0596588010801153,2.008861298168755,2.075599283267364,2.129609506207463,1.1903617581110824,1.9661289211171316,1.919097289038714,1.9239171404263837,2.1385603162649334,1.9889942708791197,1.9575430616064886,1.4169634422673556,1.8283402157078616,2.060186316276149,2.091074660781405,1.5286614756374337
토,0.007781058954665367,0.7463068936398951,0.5410534809232801,0.29818060315537265,-1.73554517673333,0.8820347981319092,0.8686820224624329,-0.8866748527381759,-0.31356814159816826,0.8566058525366643,0.8924642964231785,-0.8034540470707036,-0.16782288000540893,0.3441273803705924,-0.008411798045451052,-1.3016819165502393
일,-0.9499405779087082,-0.8289115828629057,-0.760491646202368,-0.9702849473242969,-0.9078980697828246,-1.0074888307421201,-1.0049350338079177,-1.310955218952876,-0.9868642593786077,-0.9051375945651207,-0.9473602113372334,-1.604792731597383,-1.2491625808040783,-1.205449378622226,-0.9523648855760679,-0.8598130958194434
