period,홍대,연남,이태원,익선,을지로,성수,한남,청담,신사,삼청,서촌,장충,반포,혜화,신촌,강남
2016-01-24,45025.80203117763,14755.017531116635,19527.407733248823,17042.064457117416,1992.0098572059703,2761.8186408278407,3382.82277029994,4884.191421276006,26227.694891221498,6494.611781595057,2709.2792765086465,1596.823844236882,6883.59220286491,19296.626815686832,26734.300783205126,35773.811506118924
2016-01-25,41368.31352838254,12041.657358219403,17745.746047754532,17750.721423083814,2764.442254143035,3267.3344478264685,2558.7251486977893,4758.518633353523,27329.863138278528,6063.774923437839,2473.3811139618706,1498.4652967808452,6376.379174165753,23921.813624049137,29133.698110259476,41179.417459616736
2016-01-26,39036.985854945284,14697.862057589791,19580.034207545075,17576.330051548866,3220.6515166166832,3942.021462676908,3104.4383814132393,6487.792312190492,29135.961226430227,7457.48126186142,2785.2115523998336,1635.966710936134,6867.490837786831,17504.380338957624,23059.497484273892,46159.4343833401
2016-01-27,48694.353979446154,17871.469019464166,18195.20508005776,17109.60194929437,3203.5315667097757,3541.6141956382394,3232.0736430690054,7854.11891469917,26212.611385836943,8540.583792892516,2998.8363813066576,1861.7904526010464,7614.219727059019,15382.698975449619,27684.834834122823,47923.31358026107
2016-01-28,43009.40105561389,19536.986617451475,16105.807659033688,18018.86374648876,3536.8758347049543,4146.231449301137,3541.6125905572835,6549.119957203761,23391.835966488376,9030.536325284222,2897.5929281763383,1677.1169712905512,9221.397206281934,16399.21050715685,27769.06018585147,51265.51083795016
2016-01-29,45142.51844632159,18033.91089159309,20256.265168768463,18571.274195816528,3535.868569953103,4509.602121010581,4049.1366099308875,6458.635016615704,26579.666866729258,9738.910895948327,3676.156200433819,1937.0649084344482,9703.450654676284,21344.767115550927,28520.061676248177,50800.59098342447
2016-01-30,54106.62378566757,19109.82724843616,26931.419624475504,21137.763538635696,4367.718934625699,5762.8801997843575,4870.220467110454,7934.549972999665,33271.0945858275,11908.122734454777,4618.734143044183,2125.753177055274,9331.092001098341,25690.889388711417,30507.3638341463,54057.06399339156
2016-01-31,44425.10389558408,16904.847380618707,21830.40672641651,17521.89548685991,3557.0175788674155,4289.376467413388,4179.786723618198,6615.476765376936,27659.70605459254,9480.408358753933,3643.7583958982136,1904.947732445922,8115.3927845206645,20601.272348611874,25732.628151948385,46662.68060420361
2016-02-01,40856.16697559041,13285.029225220065,20580.19366562017,15242.697144993439,3042.3976134100863,4211.2978981947035,3199.9130461812897,5539.70691657557,24074.652662690227,7454.474485417162,2888.480653205009,1565.710552158292,7529.684512547414,15827.987422563052,22503.01437357934,49169.83391560969
2016-02-02,43855.60790428668,12951.126114565423,18218.48675385885,15986.636195742512,3572.12299927062,4348.4377721005885,3417.9982192191997,6042.402512297745,27566.18549922411,7102.791439455115,2591.8369211105246,1721.277760880656,8422.337574283838,17593.03425978221,27100.27534284933,46067.65827367712
2016-02-03,39839.92201303292,13178.742690039657,19486.90751234071,16746.70485136799,3926.616276180111,4120.203310472252,3540.6076398801015,5806.135537868001,29750.401246211528,7258.094398901515,2846.9705736980745,1810.6035981355085,7958.398814713401,17216.250717008774,25306.491002494506,49435.073715408646
2016-02-04,45395.07020161205,13515.656574538909,19452.488735729967,16812.230895883553,3637.583371892405,3748.8257798209897,3211.9735419164226,5218.98703466149,25724.883158561213,7773.093547993922,3138.552070344732,1607.8643222579385,6677.285734320956,18749.58167502074,28252.350658622097,45422.21213079595
2016-02-05,38687.83437382664,13868.614100729907,19265.209559536128,16552.15337491681,4441.23624163744,3852.9305387792356,3365.738608787859,5353.709353583635,25232.1270961573,7907.353295331133,3199.298895718649,1675.1095776353854,7033.541281191283,20249.669602357968,27103.284609342263,42960.44778394718
2016-02-06,20546.30755416251,13669.07130718882,22996.578623247937,18851.511821699514,3495.5850816281804,3851.9306559561705,3624.022896521977,5316.509840985247,27757.252640709077,8616.73082864343,3565.8004723321706,1427.2052540930674,6896.675323953771,23181.340552692425,26727.281688060393,29770.163568989217
2016-02-07,12741.325559731715,14204.525257623425,19453.49620391176,13006.845690347847,2146.094140867556,3331.3990648076447,2612.994660483492,3523.8968518710476,21829.09638647755,7768.082957753594,2961.3763413232255,1202.3853963380911,4709.82606073604,19835.60972219771,20363.308406847475,24828.466733738576
2016-02-08,12150.693105298364,13287.034680431534,18620.374970378103,11163.127668351557,2002.0813210996282,3180.245238664251,2185.869958111261,3066.444467114942,14594.629550386584,7923.385917199993,2520.9656248409547,912.3273026961264,4755.111911981058,20670.78448481265,19046.7960062774,19815.170847204932
2016-02-09,28286.897067876813,14197.506164383287,26271.39974217735,17294.077175645965,4133.068857939124,3643.7172398610305,3940.5975863594813,4199.520111745736,20706.816798907777,12452.180350840645,4567.100848467804,1371.0004767366768,7040.586172672173,23587.342577966432,23691.18572723464,25987.24762667324
2016-02-10,41233.483289051605,16182.891277572373,25776.38483045373,19694.239949368384,3817.8518046027043,4356.444631042408,4187.826329035648,6166.06659764443,22863.88035488021,13248.726951532386,5497.529928333869,1346.9125012041054,7745.047454688558,24614.938039411216,25588.24400041824,31235.524003300958
2016-02-11,28829.225991144922,11783.958954573145,21893.162835340623,17752.736673103733,3844.035953651419,4217.3030424010685,3365.738608787859,6826.608293415735,22001.05399182985,9256.975730241207,3974.8255802031595,1412.1503629263868,7659.505578304036,22211.170445119045,25397.735449367883,32910.659299394516
2016-02-12,32386.094364849585,14214.552533680766,22122.957168806162,18575.30469585637,4554.029772222251,4587.680690229266,3692.3628053971756,6837.668008335278,20510.72182229463,9138.744381772232,4054.8078956178497,1652.0254860127507,8880.236362616766,20311.1238836725,21919.459234472877,34884.30708023222
2016-02-13,36400.77515528778,17372.115853863394,25483.816070460776,20518.823222140938,5195.541423915746,4716.813705193331,4676.255197933851,8037.100461139245,29619.668126264798,10587.558766838163,4109.479033793407,2087.6141942659588,8798.721133723917,21228.909175947338,21710.902664481255,37136.30912102934
2016-02-14,30997.558592908692,14670.788412234971,23873.240799838397,18407.97050174966,3475.443337465719,3930.0092251748547,4065.2169083747463,7397.6708812309635,23051.932676611043,8937.353705016258,4067.9689542864726,1954.1271932562938,7962.423720575537,19815.46070571313,18764.042446194802,31917.275039962886
2016-02-15,25982.72912596655,9887.816598294394,17046.233412730053,14714.481102980273,3322.3663185559853,3722.7995900814285,2770.779530063654,6475.726764638968,19466.879284708728,7369.309231833784,2612.0858629018303,1719.2707413901976,5868.161225223217,13351.68599648776,20063.507389982475,31462.43743676209
2016-02-16,31541.90505431022,11042.948435990456,18364.25824096278,15437.252423803153,4015.2401872199116,4083.1667151430274,3109.4631347991453,7070.918966213162,23159.53493298395,7636.827875360329,2750.7893560155812,2169.9143408100863,7500.498284750937,16626.893079651956,19464.913498427682,41011.0011730083
2016-02-17,29102.914209571325,11526.260550926887,19516.270630439172,17165.047941351815,4422.10176222683,3333.4007795431,3272.2738453741713,6020.284563802742,18967.08707510952,8358.230402949348,3445.3202733348694,2050.4787212218725,7713.849644775781,19433.641003635785,18503.346733705275,35794.993022912335
