홍대,연남,이태원,익선,을지로,성수,한남,청담,신사,삼청,서촌,장충,반포,혜화,신촌,강남
36400.7751552878,17372.11585386339,25483.816070460787,20518.82322214094,5195.541423915745,4716.81370519333,4676.25519793385,8037.1004611392445,29619.668126264805,10587.558766838163,4109.479033793408,2087.6141942659597,8798.721133723917,21228.909175947338,21710.90266448126,37136.309121029335
30997.558592908714,14670.78841223497,23873.240799838408,18407.970501749664,3475.4433374657183,3930.009225174854,4065.216908374745,7397.670881230963,23051.932676611046,8937.353705016258,4067.9689542864735,1954.1271932562947,7962.423720575537,19815.46070571313,18764.042446194806,31917.27503996288
25982.72912596657,9887.816598294392,17046.23341273006,14714.481102980277,3322.3663185559844,3722.7995900814276,2770.779530063653,6475.726764638967,19466.87928470873,7369.309231833784,2612.0858629018308,1719.2707413901983,5868.161225223217,13351.68599648776,20063.50738998248,31462.437436762084
31541.905054310242,11042.948435990455,18364.258240962787,15437.252423803156,4015.2401872199107,4083.1667151430265,3109.4631347991444,7070.918966213161,23159.534932983952,7636.827875360329,2750.7893560155817,2169.914340810087,7500.498284750937,16626.893079651956,19464.913498427686,41011.00117300829
29102.914209571343,11526.260550926885,19516.27063043918,17165.04794135182,4422.101762226829,3333.400779543099,3272.2738453741704,6020.284563802741,18967.087075109524,8358.230402949348,3445.3202733348703,2050.4787212218735,7713.849644775781,19433.641003635785,18503.34673370528,35794.99302291233
28110.813676094174,12616.217685277636,17775.0908482497,18451.317388970543,4017.254716723613,3176.2398601040163,3809.94747267217,6381.219974867069,19438.72528931367,9109.688025979083,3303.5801924481484,1937.064908434449,7989.596624626178,16805.21253243086,18601.610275723393,38094.392945093634
34906.5937501787,14063.140665214916,23471.35258331916,18402.92857434134,4195.5074363053545,3162.2259078665084,4290.336736152924,7761.622308847151,19481.967493400236,11473.278248705423,3263.0823088655375,1925.0209206681632,9758.79964139141,18098.77413561835,17736.3021386932,46202.80187534036
41710.414630787694,17211.679436945935,28031.794690234146,19918.0277605425,4113.934378528514,3453.5231545636316,5089.309503216586,7325.283521298149,23686.48403690509,14019.221861374926,4187.436957359451,2284.3316633427403,11002.678423892645,20701.005819905047,17711.235024607195,45531.13309000333
37116.17216789189,16261.101439792224,25009.042110389575,19635.77108228107,3205.544912588622,2866.9252316984753,4128.532063864037,6613.465100112972,18069.061162854912,9745.925299984723,3528.34043234874,1942.083205490009,8078.156744999917,22656.45889223248,14628.010312094193,40461.36152917403
35068.58372103662,12149.951939638684,21623.894066752073,17661.00477361218,3382.791551043368,2486.5370611036797,3149.6633371043104,6195.222411875134,17961.463609788956,7088.764742882637,3057.5575590057188,1664.0690996143296,7949.340599486676,16234.996679697842,15929.483960215939,38932.46282234714
44260.091285777205,11905.288994866969,23047.190161180613,16828.35669840143,3924.602930301263,2861.919970315176,3620.003093813251,6735.117520195696,23664.359681018293,7162.907964837483,2869.2439073380274,1737.3365359572733,8562.223517140104,20111.65256181719,11447.530199738292,41189.50598880671
37107.118924049566,13362.239250861589,19901.9477680332,16775.94118609092,3851.0856232895217,4395.484890196412,3807.9375713178074,6348.042311452523,22412.358184495766,7366.304566889837,2725.47817877645,1875.8418340224985,8019.787772666036,21622.82003962301,12042.114262641284,41147.14923308497
31189.738270744918,11933.365367827524,20205.653630835805,16015.872530465444,3477.457866969421,4636.731472149867,3635.0773539709694,7929.523772527924,19679.06897770041,6972.539319710041,3032.246381766587,1786.5159967676452,8472.65499326391,17520.500427999083,12815.17739063924,21520.559175138278
37067.87597322895,15040.792307723446,21365.762400973163,18008.783694030644,3815.837275099001,4697.794491572523,3674.2726055989538,7191.565553663903,18131.41290307415,8095.720238162818,3160.8266598108944,1887.885447624077,9241.525218851684,19101.184421274644,15098.266946742384,24266.729643887447
36618.11169952219,19138.906349002442,26388.815579364615,19861.574143475093,4012.218392964356,5092.1966144048265,4471.236558917211,6681.832092206027,15528.856816225527,10715.80707278717,4251.220370506338,1761.4245114898447,11352.895741155002,20296.01540576078,17408.428531257432,21755.545943097437
22111.931818701636,16921.893749916184,21156.20901916003,20979.501771977157,3301.218493266527,3383.4514442867667,4396.865858369967,6410.375789097774,10538.944451967156,9537.520219192354,3464.557019201852,1884.874544223682,9583.690982760232,18598.466241020848,11908.75903490767,14912.811114570628
29457.091194767778,15077.893229135609,22167.505580044766,19094.452112779905,3615.4282818510956,4623.717402735424,3967.732342252332,6118.81320275848,15476.560746262669,8469.445235881616,3407.860233351438,1595.8203344916537,9640.048372977813,17360.3155279832,16264.376662796441,29153.965999534397
24765.243905228243,15346.621636444941,22528.8935756559,21231.514490505702,3277.0476900966605,5660.777155561565,4784.7953091142135,6551.131622467723,13702.642684254137,9949.319790536765,4699.729910209406,1898.9259256451335,9749.743167794222,17935.56754002012,14989.978833094776,13990.02772587365
13676.069318201316,11291.62488221251,19401.87719779731,15820.30962664577,2974.922711284598,4370.460532369239,3032.0786698293145,5723.694295647625,9286.942955444627,6567.7520409017125,3164.8754435081887,1505.4909874915716,7626.296186274961,15788.696621454666,12185.49785201257,11828.791058460982
15437.901000341175,11321.706710384533,18131.423185348558,16470.501527883374,3069.5890272106512,4524.617905160478,3195.893243472564,6508.904428053513,10210.10804334017,7671.897784041995,3332.9401533845744,1532.5898664245376,8013.749543058065,16868.681277466952,12683.827077231525,13432.321025406449
20954.81867541756,13240.911801595168,18669.97904012898,18032.97429898672,3558.024843619266,4911.011219961638,3676.2825069533164,6687.864125309747,12156.994921694974,8045.622781760793,3170.9498748803385,1693.1753722024612,8119.4176903828,14409.50279302494,15475.27043018312,18346.784481922703
26382.187003379273,13932.786076469481,23566.512532490426,19862.581768485055,3522.776495428745,5305.413342793942,4571.735977071167,6765.279167058382,16085.972930915783,8208.938884891155,4302.854920908926,1891.9002349344078,9380.404499835033,17085.279920224504,17920.792156757678,22365.691650611276
30550.80962164863,14645.720222091617,24077.720205535963,19609.565227305076,3295.176088380274,4399.4902687566455,4508.420821581875,5783.011756741015,17609.491634281196,9522.490559971684,4755.4132443092885,1638.977614336529,9354.238257657309,15015.987751284,18260.699040157015,25897.48671170222
28033.332875268516,9661.20275042589,18275.1797360889,17002.751872294906,3243.8138714098422,3145.208408981156,3160.718882162262,5339.635103456312,21257.89857078282,6688.988054314636,3317.7534470410956,1345.908991458877,7960.412138459238,17609.154348823664,23176.813397400318,34548.4726875637
17318.466635758414,10132.479543066107,14299.838513953211,17887.815459816167,3138.0700104631346,3234.2993328788284,3308.453157361653,6003.192815779477,10479.612234809001,7054.69779684916,2964.412929096197,1673.1021839802208,9555.51315846621,15232.586394041547,19164.108129395645,19409.752597945375
17137.35040339566,7590.585790749408,21785.858315177924,19604.523299896755,3274.0270794659614,5934.055071460947,3225.037900719778,7309.196124562785,8490.489660054656,7757.063037625373,3254.9822298185313,1708.2302633691415,8627.637380954875,16940.207877389294,17313.174255732254,16501.21142666366
18732.151937595187,9489.73632984536,22524.84538532542,20145.846071756445,3453.2870637995543,8011.176174671749,3396.893167389435,6184.162696955591,12019.225654552949,7198.978724667028,3801.698634878948,1345.908991458877,8150.615500295576,16663.162185177996,16179.150748908938,17402.81957643231
23641.335771369115,13374.2719821304,24016.979032975447,23297.005073656183,3808.7876054608964,8378.550275852102,4007.9314569485396,6574.255403594706,11024.659663868828,7863.269391817627,5139.127174941145,1680.1278746909463,8925.523955491322,22732.01879886691,19630.35493539204,19379.499566105584
32039.965522679944,16725.361730219705,27937.660526847983,26396.752385896845,3420.0544287375915,8433.606201979068,4898.360173680485,7349.411653713032,12630.646151273171,11023.40621523571,5683.817932326706,1894.9111383348027,10736.994579512355,24896.01265906564,21622.667484100813,24047.883267059253
23735.91795906388,13208.824518211679,22216.083864010543,22552.058397897148,2696.9685356424015,8243.412116681671,4276.266339063428,6511.920444605373,12356.109421369205,10104.620638482853,5011.56034864737,1568.7214555586877,10379.73237076911,24659.264999823507,19715.580849279544,16261.189810907135
22297.068454326625,10364.109619990684,21967.056047074388,19151.90955249874,3655.7117701760176,7747.906832449642,3325.538406482692,5566.8525468863945,15093.419955605714,9590.622340538324,3594.149493170483,1421.1834472922787,10538.73966432221,21435.43550009707,14844.590329397592,23443.789421486388
20616.737976274668,11181.324845581761,22591.64968458001,20370.641507940512,3827.9220848715067,7636.793148283317,3475.2825830364454,5502.507403977182,14449.819432742324,9000.477006842882,3681.2184358816467,1445.271048660143,11135.519475268022,21619.798344040664,15726.942133202016,22707.577905220765
25146.587958453976,12622.23405091204,22369.97004937874,22891.768713518883,4304.273091507616,8354.525800847996,3871.2527268071003,6863.807806014121,11701.446720562415,9462.374034589318,4227.933585115854,1640.9850079916946,12306.937760844059,21766.884850597435,15430.150382829948,24478.519700361234
29575.817811542864,13287.034680431532,24376.35209222299,29438.03463340871,3679.881389721029,8321.49263498968,4185.816427681283,6070.553975240551,14075.727804654716,10623.629526667708,4358.538255008808,1739.3439296124386,12887.614465082257,22787.42968901675,16587.236089413374,23256.2068127765
48211.38469631447,17788.245219215634,26200.528934988986,30145.68397436515,5311.355565131256,8552.728694176536,4331.540801526312,5616.117607036304,19272.797323469636,11670.661297869257,5086.4804286142335,1484.4139153593947,15389.458329787432,23863.38103831695,16918.118963342073,30427.707157887242
49319.19654412006,20277.997136034162,29344.763859954604,35491.366596068045,6459.431431516979,11468.704707795614,5329.504678761441,7702.30484775376,16408.774996727556,17947.851892339797,7648.957388788333,1694.1788819476903,15240.515913333978,25342.312717308814,14625.004835609436,26442.085229874025
32404.208189036573,18886.221583384853,27199.68092488228,29711.21508186345,5367.752922236089,10605.82337329391,4413.951107491006,9001.270290801365,16052.786397085587,14983.09430428948,6137.3897074776,1405.124672215662,13606.16553006042,20777.57295840026,11576.875598820106,19700.204303921662
24770.27674580834,21271.69242023444,22755.647186972754,24160.90093125125,6514.8203402451045,8372.545131645737,3492.3678321574844,7823.957267836483,24665.961818897707,10048.511740692624,4538.751827629494,1751.3875432140171,13528.675207029708,24769.075168993455,15635.697686328635,20375.90347864262
19761.48522026185,18020.87543271854,23246.613908365896,23467.365945151294,7062.674124389253,8719.898187292894,3626.032797876338,6986.466058728825,11537.531770092435,9164.796072621433,4835.395559723978,2004.310163811896,15224.412806626362,19973.63114200745,14141.714362838811,12431.880445620407
20914.570623781387,17541.574228205045,24322.69983214164,23516.75858243193,6913.624980862068,8304.475136104327,3843.111932628109,7347.4014697931525,15082.357777662315,9217.898193967403,4784.774461071924,1835.6950834133102,13629.31178661939,15847.129207186856,12828.211228761671,12394.564815561116
19861.092912034408,18176.29562057992,24943.245279316776,23180.071141840068,6136.157443790604,9319.510179572493,4035.067300450349,6225.384058737819,25885.783289277068,7948.434645401006,3973.812128452628,1950.1124059459637,12769.869858541579,16944.24118410138,12626.673753914782,17389.711394136924
24066.948279493252,16941.948302030865,23828.69238859981,31941.02078644929,8053.643912857835,7670.828146054024,4992.829887771354,7016.627705591511,21325.278146130244,9494.437166826725,5089.517016387204,1711.241166769536,14270.37252856684,16225.931592950812,13483.962233641381,17799.16631064549
40214.223024047475,19684.387575494387,32390.798113600267,33506.52023494105,7943.870992903722,8239.408687210762,6150.587448332049,7708.3368808574805,20038.077100403465,13879.95152379739,7323.964635855537,1928.0318240685576,13961.414415057832,23078.58100654795,17340.24628414416,19361.343980282658
34081.51602813955,18404.9175146873,23748.71773256868,30490.436217395207,6455.402372509572,7362.513400471547,6021.94832360806,7225.749049710429,16881.419718618723,12022.344343831304,5890.354878110847,1552.6630546467782,12537.397147819902,18050.41386849397,15974.60400756911,15418.078807991184
22173.308996971446,16826.63721839885,21332.351092544217,25047.983571150962,7191.58034012912,4299.386990179985,3911.4518415033076,6010.23068151518,16074.910752972382,8307.129983899133,4483.068493529612,1381.0370708477976,12504.186014161289,15452.211111650402,13133.02642644551,19833.326433027854
26875.214631168878,12549.034935693451,22102.716217153768,22707.297289525817,7239.920762843998,4826.9255574472645,4215.966035605679,5186.815203878923,15678.694768997977,8688.872348302519,4310.953744129723,1885.8784281336189,13666.547826140139,17035.916800508305,13545.125385609921,16194.625607421496
21308.995660613993,7832.240552703921,22639.238817967296,23999.612487204296,6997.213751767467,4849.948200538983,4509.425772259056,5646.279253898992,10540.957467341208,9330.118101048176,4011.2721684360595,1798.559610369224,14519.951524609976,14199.95477329286,11860.629721061563,14471.087971530305
26185.97958577853,7026.055330775919,22751.598996642275,21910.938924107704,6998.219832894463,5830.950195325767,4333.551790489632,5101.356463762607,20118.52716576139,10924.21215357954,3538.4649032443926,1781.497699712085,13484.39427602807,17393.558558657936,13777.744717520509,16297.494704687899
21231.522196290636,9040.519544531295,28764.700316084272,27028.79943223813,8372.888841576805,6784.9241684605995,5276.23903004396,5627.175840611766,20283.448623918393,11130.613420575839,4360.563902683664,1857.7756652907162,14426.359836501186,20748.358855168644,13455.88585306244,22027.842063250802
28059.494842482254,11834.095334859849,33396.01323018763,33818.00564320834,8044.579713716029,7902.06420524088,5847.078204906858,6387.25200797079,14510.158157587504,21115.003119794274,6454.28238136339,2080.588503555234,14950.680892151338,22806.571473640553,14910.767662184966,23257.211271189946
19703.123344438718,9818.62839349874,24958.430572456906,21007.726679331594,5462.4180545372865,5942.063879492091,4852.130267312231,5437.157909780071,8473.393139296046,13241.71254749599,5365.913062516592,1774.4720090013595,13886.944077645872,16150.371686316386,12232.622813691638,18905.49564080334
19922.47009030422,9352.365238887192,22789.058495401703,15883.816618782887,6102.9236251037855,5358.467554185454,4389.831203629698,4552.413305786463,15604.279046455267,10168.744791457355,5076.3559577185815,1363.974786025952,12072.451726376547,15055.278552392385,11522.731541996303,26394.681070624752
31088.11304083894,11119.155734026246,20811.01378487082,14407.026194752812,6087.817021075725,5509.623329418171,4702.386090758478,4772.592883480843,14551.387346300018,10075.564282689704,4705.804341581556,1325.8354290719292,13162.354783059736,17376.435617024657,14839.576148578755,29292.12925430304
20060.322968584132,9551.905441400873,21159.249741308715,15349.551024351436,5063.613413920324,5792.911768084152,4928.50978160488,5041.033170037235,14346.238503810577,6851.303306297119,4316.01597957755,1613.8861290587286,13886.944077645872,12008.761273584074,13169.122464328046,26576.218095258744
24870.89687489876,9444.613587587326,22431.718690121055,15176.167277826447,5326.462169159315,5496.609260003729,4858.1599713753185,5334.607421640491,17163.99910340501,6087.820688990661,4675.430928894598,1462.3333334819888,14777.58381563646,9386.376193543832,13248.333635237856,30264.331996941255
33176.95464014594,10527.551628697938,26557.88705787294,16197.321079428631,6672.932499289241,6186.314008093389,6090.288232483257,5645.27342126701,18623.162457791033,8044.619819112603,5158.362664981918,1611.8787354035628,14263.327637085951,13442.354381033907,15231.622174475999,31078.194426430855
41305.9312492972,13145.652679050429,30636.46629223755,20759.748263201407,6455.402372509572,6879.02035374157,6515.401945892168,6301.794749198556,20568.041024078735,9253.968953796948,6444.157910467738,1803.577907424784,15028.171215182052,17290.79901251346,17116.650961704203,29105.55738187168
29850.503794282522,11465.094166977105,25621.491176903754,19189.206887301334,4053.50914604113,6089.214276164575,5436.033800978485,5678.451084681556,11982.017793281595,7722.996091591897,5747.601345473593,1753.3949368691824,12353.230273961999,15682.915379727847,15742.985237817384,20819.648094239987
24454.330274114647,9233.040653804836,24226.53241478858,17913.01749214073,4147.168197215332,4368.456868544461,4290.336736152924,5558.810329862794,14411.605063783942,4922.5575693201345,4651.13194757979,1887.885447624077,11276.412079997206,9921.33017261159,15138.37281327672,23211.828584497718
32377.041121007274,11087.068450642753,23800.355056286444,21470.420479187724,4773.573244880767,4552.6458096354945,5011.925038246755,6109.7651531029,22144.862305094037,7104.795253251185,5516.765418374643,2306.4122452201464,13274.062901621981,18355.670811345066,17109.63186655947,35592.280759350004
36362.53730528275,15060.84685983813,26055.764916066848,21809.123169799503,4539.930432946043,5422.534120255955,4816.955906001929,6528.007841340738,29173.17379100854,10454.29987064883,5628.133342400615,1912.9769329018775,13361.6163601228,24540.38536463757,18135.367259735176,34455.69211948728
49009.28801382201,11800.002596264889,21751.439538567185,19793.029026288183,4509.718408514778,4414.504103817219,3789.8473715195873,6556.157822939462,24610.650929180716,8222.967692963946,4772.6243425014145,1581.7689530702023,10718.87989068844,20628.471988121924,17710.230672440157,38763.03579946018
46985.85133254938,11332.736714047609,24927.052517994853,20400.881665314868,4122.997394045465,4789.887013028716,4511.43567361342,6081.613690160093,25646.44610857735,8338.190153488351,5821.509229516133,1925.0209206681632,12513.244229388014,23610.51329003336,17489.64461649314,47511.84346906052
