Date,요일,place,trend,trend_rate,subway,subway_rate
2016-01-05,월,혜화,23105.780646058,0.08840369188724789,87904.0,0.04605365871548098
2016-01-05,월,신촌,24463.24450306555,0.09359740589333339,158450.0,0.08301331251669959
2016-01-05,월,강남,39310.6539707374,0.15040422112326168,256237.0,0.13424475960455381
2016-01-06,화,홍대,37047.75194741084,0.13518189293380564,171109.0,0.08923327563809388
2016-01-06,화,연남,23095.638388900337,0.084272646835847,8332.0,0.004345134695525064
2016-01-06,화,이태원,23218.276576052514,0.08472013585781882,42512.0,0.022169991139721738
2016-01-06,화,익선,21410.94778944897,0.0781254542999841,203785.0,0.10627379667877762
2016-01-06,화,을지로,3650.675446416762,0.013320787129921212,318457.0,0.166075199199811
2016-01-06,화,성수,3195.2610228141484,0.011659045711997962,77487.0,0.040409439768621054
2016-01-06,화,한남,4137.57661995867,0.015097419148093812,32270.0,0.01682879220170353
2016-01-06,화,청담,7130.236427306551,0.026017202303586402,107947.0,0.0562943176881714
2016-01-06,화,신사,36034.550803391976,0.13148486838112586,196580.0,0.10251639203628386
2016-01-06,화,삼청,9033.540990228168,0.03296208559935342,61817.0,0.032237540983350084
2016-01-06,화,장충,1738.3400457025016,0.006342951612132171,112183.0,0.058503390008171896
2016-01-06,화,반포,9711.500466400556,0.0354358617532072,79250.0,0.041328843569414464
2016-01-06,화,혜화,29923.172565258832,0.1091853323704654,91538.0,0.047737030695988156
2016-01-06,화,신촌,24446.197046283145,0.0892006402018765,155930.0,0.08131743315809209
2016-01-06,화,강남,40284.87190806758,0.14699367586078474,258350.0,0.13472942253827416
2016-01-07,수,홍대,33767.58709457926,0.119848996240298,175223.0,0.09144634834084761
2016-01-07,수,연남,23980.0363640756,0.08511070927249252,8169.0,0.0042632829000552675
2016-01-07,수,이태원,22910.540840522735,0.08131482167702143,43375.0,0.022636784892875166
2016-01-07,수,익선,28458.21246900748,0.10100479461711967,207079.0,0.10807153380591808
2016-01-07,수,을지로,3454.294328551406,0.012260091514264545,313984.0,0.16386370646235196
2016-01-07,수,성수,3244.3098556454274,0.011514807931124854,76936.0,0.04015178518774049
2016-01-07,수,한남,4347.6210999701725,0.015430715360417662,32142.0,0.016774444726842502
2016-01-07,수,청담,6543.08792410004,0.023222936178975324,106460.0,0.05555993359528508
2016-01-07,수,신사,36940.619370528904,0.13111082351405307,196939.0,0.10277961452490933
2016-01-07,수,삼청,9088.64903687052,0.032257722803775445,59894.0,0.031257811974037236
2016-01-07,수,장충,1760.4206275799074,0.0062481409934687605,110155.0,0.05748830063111617
2016-01-07,수,반포,9451.856593257773,0.03354683063780519,79460.0,0.04146902426715529
2016-01-07,수,혜화,29903.023548774247,0.1061327641454697,90154.0,0.04705006813215603
2016-01-07,수,신촌,23573.869814108217,0.08366913000940711,157598.0,0.0822481158627629
2016-01-07,수,강남,44326.975788241536,0.15732671510430685,258561.0,0.13493924469594687
2016-01-08,목,홍대,48829.18421877709,0.1723275404473811,200532.0,0.09942634452052418
2016-01-08,목,연남,21793.105593161366,0.07691204237107402,8576.0,0.004252091090738711
2016-01-08,목,이태원,26260.262639367706,0.09267749491510602,53166.0,0.026360386535705962
2016-01-08,목,익선,24482.470194335194,0.08640332498210562,213263.0,0.10573853804619984
2016-01-08,목,을지로,3828.9293496233586,0.01351302480113212,320460.0,0.15888818924185255
2016-01-08,목,성수,3063.1244612022388,0.010810352720990252,76850.0,0.03810321832127682
2016-01-08,목,한남,4318.4764427229575,0.01524073022641706,32683.0,0.016204651716256215
2016-01-08,목,청담,5690.51663223308,0.020082922760166492,109487.0,0.05428506264595491
2016-01-08,목,신사,32999.57267567767,0.116461810411064,208329.0,0.10329219739301598
2016-01-08,목,삼청,8778.045229478033,0.030979402349919118,60085.0,0.029790915716771862
2016-01-08,목,장충,1766.442808545404,0.0062341148927189125,112158.0,0.05560937879606721
2016-01-08,목,반포,9656.149738055892,0.03407840129163784,81262.0,0.040290744661335025
2016-01-08,목,혜화,27764.214864364003,0.09798523027932524,95707.0,0.047452761429725966
2016-01-08,목,신촌,22261.37103219812,0.07856464076436616,167259.0,0.08292916321663552
2016-01-08,목,강남,41859.153301586695,0.1477289667865962,277073.0,0.13737635666793926
2016-01-09,금,홍대,54109.64642461656,0.1718827140289621,210460.0,0.1326531962890385
2016-01-09,금,연남,16784.522658958016,0.05331709776225468,6600.0,0.00415998809991283
2016-01-09,금,이태원,27781.75940511619,0.08825051580596893,63071.0,0.03975372870448516
2016-01-09,금,익선,24624.60235611734,0.0782216067656261,170993.0,0.10777709775278703
2016-01-09,금,을지로,3503.642016018136,0.01112954045149943,191479.0,0.12068944869442555
2016-01-09,금,성수,3016.077343106415,0.00958076043199843,39066.0,0.024623347744120394
2016-01-09,금,한남,4902.379976389212,0.015572720045712037,25577.0,0.016121214489616734
2016-01-09,금,청담,5521.610817264408,0.017539745974967484,67941.0,0.04282329568123902
2016-01-09,금,신사,37166.88135791117,0.1180629492504668,175071.0,0.11034746615755135
2016-01-09,금,삼청,10784.941816002,0.03425904977149374,47673.0,0.030048350407143078
2016-01-09,금,장충,2040.442127110752,0.006481593464400646,84274.0,0.053118005626068755
2016-01-09,금,반포,9278.761258372431,0.029474571971889258,55035.0,0.03468862804222766
2016-01-09,금,혜화,30500.439041017315,0.09688657361213057,103104.0,0.06498657773536551
2016-01-09,금,신촌,27284.769150921988,0.08667179483140384,152287.0,0.09598668299567047
2016-01-09,금,강남,57505.15627931755,0.1826687658312259,193912.0,0.12222297158034796
2016-01-10,토,홍대,40709.26085346816,0.15449106119985215,150276.0,0.1491173581273505
2016-01-10,토,연남,15496.028049699324,0.05880720424764901,4915.0,0.0048771048949661135
2016-01-10,토,이태원,25848.2447882206,0.09809371832762087,44886.0,0.04453992478442502
2016-01-10,토,익선,24659.884440900016,0.09358390784970007,94150.0,0.09342409478353196
2016-01-10,토,을지로,2483.4662842452844,0.009424718937740705,124710.0,0.12374847435426735
2016-01-10,토,성수,3277.3449705930666,0.012437477168829167,23744.0,0.023560931561765086
2016-01-10,토,한남,4777.760654373948,0.018131533173986584,18253.0,0.018112267680125426
2016-01-10,토,청담,5972.025336284812,0.022663750517013945,36119.0,0.03584051916607956
2016-01-10,토,신사,28190.676485954835,0.10698321303187815,89706.0,0.08901435843496036
2016-01-10,토,삼청,9881.188009970125,0.03749896680930496,34326.0,0.03406134336207666
2016-01-10,토,장충,1754.3988207791188,0.006657918368145576,59956.0,0.05949373368923465
2016-01-10,토,반포,9660.176385547566,0.036660230863755715,37504.0,0.03721484068785536
2016-01-10,토,혜화,28077.529662101344,0.10655382245779138,74208.0,0.07363584944977525
2016-01-10,토,신촌,26259.033757746274,0.09965265657657728,105700.0,0.10488504321422547
2016-01-10,토,강남,36458.58847375134,0.1383598204701545,109317.0,0.10847415580936126
2016-01-11,일,홍대,39759.42590976058,0.15161731692832286,164011.0,0.08805151312282201
2016-01-11,일,연남,18523.23678113652,0.07063591581925974,8229.0,0.00441784942161015
2016-01-11,일,이태원,21783.84337881433,0.08306980822557175,39450.0,0.021179263541441295
2016-01-11,일,익선,23245.5933839971,0.08864399871586669,203688.0,0.10935264466993903
2016-01-11,일,을지로,3090.7380361249648,0.011786121093125282,306048.0,0.16430598855084982
2016-01-11,일,성수,2976.0372011293452,0.011348724615345534,76576.0,0.04111085639922456
2016-01-11,일,한남,3642.1130963201977,0.013888717026922986,32138.0,0.017253717913684165
2016-01-11,일,청담,5578.918094437919,0.021274466959390826,106973.0,0.057429895027087445
2016-01-11,일,신사,30214.998609913433,0.11522090461329969,190006.0,0.10200727879480595
2016-01-11,일,삼청,7524.610079779871,0.02869410624331893,55102.0,0.02958225043499362
2016-01-11,일,장충,1515.527581602691,0.00577926417184663,108199.0,0.05808808963042856
2016-01-11,일,반포,7680.640252746706,0.029289106690226444,79132.0,0.04248307940586395
2016-01-11,일,혜화,29330.79323231967,0.11184910424403302,82456.0,0.0442676135506485
2016-01-11,일,신촌,30236.639760019098,0.11530343027958348,156565.0,0.08405402779127392
2016-01-11,일,강남,37132.27245378033,0.14159901437388603,254098.0,0.136415931745327
2016-01-12,월,홍대,40801.83283953181,0.15337813795068767,166321.0,0.08790611142529453
2016-01-12,월,연남,19597.150273795523,0.07366763228396818,8114.0,0.004288515509796357
2016-01-12,월,이태원,20909.196138587453,0.07859974286927282,41655.0,0.02201603568653774
2016-01-12,월,익선,23209.303674204464,0.08724607530945372,202801.0,0.1071869896354709
2016-01-12,월,을지로,3458.323387558812,0.013000180744360197,310648.0,0.16418767144284183
2016-01-12,월,성수,3330.397232895255,0.012519293636306616,77132.0,0.0407667954525034
2016-01-12,월,한남,4262.195941973934,0.01602201743563735,32320.0,0.017082181572173803
2016-01-12,월,청담,5599.025859013043,0.021047293732381858,109201.0,0.0577163152804131
2016-01-12,월,신사,29413.51747939528,0.11056833057750988,195493.0,0.10332447159928754
2016-01-12,월,삼청,9653.74564236495,0.03628938770223371,58340.0,0.03083460621660333
2016-01-12,월,장충,1703.211966313581,0.006402542771936517,108905.0,0.05755986955809369
2016-01-12,월,반포,8566.248423002242,0.03220137775453361,78352.0,0.041411605524225306
2016-01-12,월,혜화,28171.224121498788,0.1058984265863818,92148.0,0.04870324466313959
2016-01-12,월,신촌,24849.27199597692,0.09341087894660474,155842.0,0.08236761573547988
2016-01-12,월,강남,42496.532387834915,0.15974868169873133,254758.0,0.13464797069813902
2016-01-13,화,홍대,37145.35677405459,0.1458696927215142,170970.0,0.08925401870173695
2016-01-13,화,연남,14886.374847467805,0.05845874460019032,8286.0,0.004325664145537769
2016-01-13,화,이태원,23548.28651720159,0.09247404296791273,42021.0,0.021936849271016485
2016-01-13,화,익선,20501.685992254574,0.08051005282178399,204982.0,0.10700981026799698
2016-01-13,화,을지로,3670.817190579223,0.014415286919539128,313582.0,0.16370388777287287
2016-01-13,화,성수,2800.8569508925207,0.01099895594673576,77699.0,0.04056236766161466
2016-01-13,화,한남,3391.868414003529,0.013319856000093493,32687.0,0.01706408205710754
2016-01-13,화,청담,5764.915657429853,0.022638804646025416,107588.0,0.056165768053357164
2016-01-13,화,신사,29624.695961392983,0.11633608268032748,199005.0,0.10388954782557853
2016-01-13,화,삼청,8275.068963162037,0.03249616834341222,59621.0,0.03112483973221184
2016-01-13,화,장충,1630.9484138805738,0.006404729006225984,111361.0,0.05813544350847592
2016-01-13,화,반포,8378.0566432822,0.03290060062130389,79279.0,0.041387198623471975
2016-01-13,화,혜화,27799.47673802926,0.10916845285028008,92951.0,0.04852459666810055
2016-01-13,화,신촌,25490.984810567163,0.1001030127158028,155099.0,0.08096864389437151
2016-01-13,화,강남,41738.134896362455,0.16390551715885246,260413.0,0.13594728181654925
2016-01-14,수,홍대,38575.14569844721,0.14532974661892606,175268.0,0.09160029267272918
2016-01-14,수,연남,20001.246907878958,0.07535360119979106,8381.0,0.004380160970001045
2016-01-14,수,이태원,26341.24476358063,0.0992391955443057,42978.0,0.022461586704296016
2016-01-14,수,익선,19888.791425819567,0.07492993133626394,202816.0,0.1059977004285565
2016-01-14,수,을지로,3857.128028175776,0.014531518387346176,311439.0,0.16276732518030732
2016-01-14,수,성수,2655.7102180448155,0.010005242652843225,77823.0,0.040672624647224834
2016-01-14,수,한남,3187.853638055115,0.012010063814105583,32556.0,0.017014738162433363
2016-01-14,수,청담,6275.653470175629,0.02364318039958877,107472.0,0.05616807776732518
2016-01-14,수,신사,31405.659577210703,0.11831910070893147,196582.0,0.10273962579701056
2016-01-14,수,삼청,8547.598196928911,0.03220260760311455,59187.0,0.030932894324239575
2016-01-14,수,장충,1541.6225766257207,0.005807978541272249,109717.0,0.057341381833385593
2016-01-14,수,반포,9018.108981727197,0.03397523119009324,79778.0,0.04169436604996342
2016-01-14,수,혜화,28448.26981371009,0.10717729690752026,90906.0,0.04751019128253371
2016-01-14,수,신촌,25019.727613760107,0.09426045213171211,158978.0,0.08308665203303021
2016-01-14,수,강남,40668.10418212029,0.15321485296418566,259519.0,0.13563238214696352
2016-01-15,목,홍대,41401.51853780748,0.15640547086676423,196204.0,0.09682664780839177
2016-01-15,목,연남,20142.628909260064,0.07609424654727064,8655.0,0.004271241344629216
2016-01-15,목,이태원,25640.72466037435,0.09686479519365189,53342.0,0.026324269879284996
2016-01-15,목,익선,24159.89330624129,0.0912705529195202,216490.0,0.10683778610037886
2016-01-15,목,을지로,3568.0951238880702,0.013479447557931845,324730.0,0.16025421165123574
2016-01-15,목,성수,3049.1105089647303,0.011518842344971704,79154.0,0.03906248843359688
2016-01-15,목,한남,3662.212109863822,0.013835000011754417,33686.0,0.016624036503198127
2016-01-15,목,청담,6624.524815032517,0.02502594009969845,110557.0,0.05455986474155659
2016-01-15,목,신사,26325.241477338037,0.09945074321813452,208101.0,0.10269781572024085
2016-01-15,목,삼청,9413.279540835483,0.03556121782442284,61712.0,0.030454863761959352
2016-01-15,목,장충,1575.7471462694125,0.005952812434987539,112769.0,0.055651486446272914
2016-01-15,목,반포,9476.00951168966,0.03579819731153866,81299.0,0.04012104564725715
2016-01-15,목,혜화,23533.946151538148,0.08890586768751227,95021.0,0.046892850815483854
2016-01-15,목,신촌,22105.954166863256,0.08351124046983945,170630.0,0.08420588222230886
2016-01-15,목,강남,44027.44628935378,0.16632562551200136,273993.0,0.13521550892420484
2016-01-16,금,홍대,46860.074337060745,0.1599592597873239,209073.0,0.1339864547899134
2016-01-16,금,연남,19622.21846393888,0.06698144604509175,7083.0,0.004539209076623746
2016-01-16,금,이태원,27828.322752718374,0.09499340262734172,63536.0,0.04071766029823046
2016-01-16,금,익선,28106.403048549186,0.09594264393589333,173809.0,0.11138717921768977
2016-01-16,금,을지로,3436.1671138926476,0.011729532140522188,186330.0,0.1194113832058877
2016-01-16,금,성수,3107.169981739541,0.010606483607717317,38461.0,0.02464810395256613
2016-01-16,금,한남,4458.1711125049,0.01521819504664158,25068.0,0.016065070327940714
2016-01-16,금,청담,6341.004445716822,0.021645342902130233,65347.0,0.04187825716929718
2016-01-16,금,신사,29508.04454245073,0.10072721884371352,167627.0,0.10742538470806279
2016-01-16,금,삼청,11911.129510899033,0.040659249622391154,49834.0,0.03193660103409117
2016-01-16,금,장충,1876.8453437677265,0.006406707547344491,84521.0,0.05416610057395393
2016-01-16,금,반포,9981.20921664298,0.03407136801773948,54720.0,0.035067841405174556
2016-01-16,금,혜화,30180.069240985544,0.10302120951396329,96712.0,0.06197882086946714
2016-01-16,금,신촌,28266.385058903383,0.09648875070839809,147891.0,0.09477737816616723
2016-01-16,금,강남,41466.84323462253,0.1415491896537881,190392.0,0.12201455520493411
2016-01-17,토,홍대,40884.33914443527,0.1354957557783247,147892.0,0.1504170510357369
2016-01-17,토,연남,19217.119102249708,0.06368790913906239,5112.0,0.005199280318710188
2016-01-17,토,이태원,63734.873421523225,0.2112252521234787,43814.0,0.04456206335758376
2016-01-17,토,익선,21227.480188107333,0.07035049438358107,92881.0,0.09446681441356045
2016-01-17,토,을지로,3174.325623405508,0.010520107660548369,119202.0,0.12123720902795224
2016-01-17,토,성수,2975.035369216956,0.009859635113465322,24488.0,0.02490609867851625
2016-01-17,토,한남,4158.681671788434,0.013782385332676608,19106.0,0.01943220848381785
2016-01-17,토,청담,5694.537000072839,0.01887239981809815,34177.0,0.034760524932034055
2016-01-17,토,신사,31986.908359854857,0.10600856988097986,89769.0,0.09130168132439258
2016-01-17,토,삼청,10158.725722477011,0.0336672732962367,33973.0,0.03455304191462074
2016-01-17,토,장충,1509.5054006371945,0.005002687566704575,59271.0,0.060282970221101635
2016-01-17,토,반포,8458.566951931669,0.028032736885011785,36941.0,0.037571716403261554
2016-01-17,토,혜화,27314.893110538487,0.09052493359233652,70998.0,0.07221019250152307
2016-01-17,토,신촌,25442.85549672105,0.08432076943956532,99947.0,0.10165345657553349
2016-01-17,토,강남,35801.044884853305,0.11864908998993015,105642.0,0.10744569081165525
2016-01-18,일,홍대,35446.91247181567,0.1484476873060895,156875.0,0.08663934340218273
2016-01-18,일,연남,14973.609558139266,0.06270779468585616,8184.0,0.004519881347591799
2016-01-18,일,이태원,20665.242297766883,0.08654371319822707,37729.0,0.020837072747225193
2016-01-18,일,익선,23308.09275112425,0.09761167399759696,193769.0,0.10701526012237479
2016-01-18,일,을지로,3099.801051641916,0.012981618570901058,301722.0,0.16663583088441994
2016-01-18,일,성수,2554.60705664509,0.010698407367251167,76629.0,0.04232086849763098
2016-01-18,일,한남,3232.073643069005,0.013535561324221172,31010.0,0.01712628550694302
2016-01-18,일,청담,5021.931238094093,0.021031283858587897,104425.0,0.057672117512496776
2016-01-18,일,신사,31599.746241756744,0.1323361873273981,184072.0,0.1016597750994523
2016-01-18,일,삼청,6957.509660489372,0.029137268847622144,55436.0,0.03061634193366312
2016-01-18,일,장충,1423.1908409474433,0.005960163359836766,105918.0,0.05849667553448536
2016-01-18,일,반포,7235.822843873103,0.030302813193775292,77025.0,0.04253957243380478
2016-01-18,일,혜화,24211.95770971955,0.10139695890350159,78823.0,0.04353257666926055
2016-01-18,일,신촌,22851.945266449307,0.09570137957564058,151783.0,0.08382712006128129
2016-01-18,일,강남,36201.42200845041,0.1516074884834946,247267.0,0.13656127824718736
2016-01-19,월,홍대,33744.4477663145,0.14775888411713148,145683.0,0.085361116140407
2016-01-19,월,연남,12816.76061539705,0.05612153618996099,6984.0,0.004092186700744785
2016-01-19,월,이태원,18099.037662704704,0.07925136683685204,36230.0,0.02122851147880635
2016-01-19,월,익선,18763.8104222478,0.082162248111952,171864.0,0.10070154283172991
2016-01-19,월,을지로,3663.7675209411186,0.01604276366612398,287702.0,0.16857535770012544
2016-01-19,월,성수,2777.834307800804,0.01216347354164331,72472.0,0.042464054206239416
2016-01-19,월,한남,3009.96866732237,0.013179934506293964,28846.0,0.016901949823837924
2016-01-19,월,청담,5406.996262917387,0.02367594632950874,101746.0,0.05961678523109663
2016-01-19,월,신사,24995.804735211714,0.10945066402809811,177003.0,0.10371267505611816
2016-01-19,월,삼청,6848.298641353173,0.02998706549755251,51891.0,0.030404876874047485
2016-01-19,월,장충,1616.8970324591226,0.007080006254746146,99828.0,0.05849295732559427
2016-01-19,월,반포,7180.4721155284415,0.031441573872303404,72766.0,0.04263631979759379
2016-01-19,월,혜화,24140.431109797206,0.10570518704564053,79225.0,0.046420889370920045
2016-01-19,월,신촌,27115.317885305834,0.11873150631949643,139881.0,0.08196150742939308
2016-01-19,월,강남,38195.240569803,0.16724784368269638,234546.0,0.1374292700333457
2016-01-20,화,홍대,35756.813665611386,0.14462765571102124,157363.0,0.08745138749184465
2016-01-20,화,연남,15973.321207973946,0.06460821766258767,7479.0,0.0041563069276227965
2016-01-20,화,이태원,19312.798692923414,0.07811559570987936,38973.0,0.021658477054451567
2016-01-20,화,익선,21109.53863128126,0.0853829738279966,187675.0,0.10429668440187304
2016-01-20,화,을지로,3752.391431980919,0.015177515009942176,301639.0,0.16762993252322675
2016-01-20,화,성수,2748.8045714133978,0.011118249094817957,74880.0,0.041613085003395514
2016-01-20,화,한남,3029.063817797772,0.01225182990475718,30084.0,0.016718590401203933
2016-01-20,화,청담,5889.584094064438,0.023821941982953086,104181.0,0.05789653857824183
2016-01-20,화,신사,28603.988990687845,0.11569621136811964,183745.0,0.102112664315557
2016-01-20,화,삼청,7382.3350772583835,0.02985975836331179,55013.0,0.030572391096311397
2016-01-20,화,장충,1547.6447575912173,0.006259848409790971,106575.0,0.05922695692089846
2016-01-20,화,반포,7192.548574744383,0.029092117901807473,75120.0,0.04174646027584229
2016-01-20,화,혜화,25023.961760267564,0.10121586782970016,84586.0,0.04700700331326406
2016-01-20,화,신촌,28775.743207918877,0.11639091560068651,145933.0,0.08109939014156674
2016-01-20,화,강남,41135.045509203024,0.1663813016226283,246188.0,0.13681413155469999
2016-01-21,수,홍대,42518.3836294554,0.16499500426074948,167610.0,0.09060886497543814
2016-01-21,수,연남,15081.904139558545,0.058526186212844764,8133.0,0.004396646374591244
2016-01-21,수,이태원,19203.46091879381,0.07452012154861176,40757.0,0.022032966468611255
2016-01-21,수,익선,21235.54499054553,0.08240573928513838,196450.0,0.10619957952642935
2016-01-21,수,을지로,3272.0125499622595,0.01269723066914159,308259.0,0.16664279045679603
2016-01-21,수,성수,2905.96549085248,0.011276764251513886,75616.0,0.04087751288098998
2016-01-21,수,한남,3443.1230737576893,0.013361234782014956,31577.0,0.017070318771728477
2016-01-21,수,청담,6079.602024896131,0.023592241199556784,105933.0,0.057266683929616896
2016-01-21,수,신사,29774.53391416543,0.11554177112758882,188631.0,0.10197267948918246
2016-01-21,수,삼청,7883.307529778311,0.030591622927158557,56664.0,0.0306321861760529
2016-01-21,수,장충,1595.820334491653,0.006192671508482118,106749.0,0.05770780816933981
2016-01-21,수,반포,8819.85406653705,0.03422594499286963,77730.0,0.0420203273941937
2016-01-21,수,혜화,22526.49970657795,0.08741536243376256,87050.0,0.047058658171421096
2016-01-21,수,신촌,32741.3197242363,0.1270545520846302,150004.0,0.08109117702867145
2016-01-21,수,강남,40613.643702516594,0.1576035527159365,248656.0,0.1344218001869372
2016-01-22,목,홍대,43219.69455763706,0.15920551386104198,188790.0,0.09644533129806558
2016-01-22,목,연남,16598.015324291482,0.061141004947484916,8170.0,0.004173729311431727
2016-01-22,목,이태원,22550.160313093398,0.08306652550510737,50158.0,0.025623734981981953
2016-01-22,목,익선,20243.62752366628,0.07457010409962109,204022.0,0.10422675661896252
