,period,홍대,연남,이태원,종로,을지로,성수,한남,청담,신사,삼청,서촌,장충,반포,혜화,신촌,강남
589,2017-08-12,866780.2131748454,449456.1687433589,537362.1830911576,399443.55663223244,80903.77921125249,160729.9960919416,113181.2038924164,116067.79562339849,373913.0922426218,188833.7088778785,141394.34611410878,47442.31353081661,148692.19268096756,398172.3215246102,270135.8449885575,644105.2709760914
590,2017-08-13,721630.3518523927,405852.2461467496,509994.69467263983,394203.21655096556,69298.60663363682,159024.2004922969,100709.03427773938,98680.24286783652,349077.88376721245,192457.65678636858,129900.58451547616,43038.892991883,140669.49475128445,347935.33092754736,251294.03701421365,619781.701498547
591,2017-08-14,772799.6511487076,305796.70261226717,500892.66548712197,344931.59174385434,83019.29676745484,135802.01487050325,98094.37930492968,114588.66632390479,391785.8379408042,157086.84717330622,117109.63566340742,42496.00860867194,154090.99241136265,342079.92663418845,255357.33622263142,733917.7668950796
592,2017-08-15,633482.0894718715,255933.64492632422,438300.1079204319,294605.8553016746,55577.88098012309,136550.17594648746,94397.78692136411,107132.53101697905,329878.9546828916,141542.88334441592,111347.69348205949,35257.508938592044,138226.45605588605,332380.8323293147,285997.90021006163,508886.7548460996
593,2017-08-16,600982.6814977223,219457.27246266094,364450.43739337253,293461.3165880939,69359.02563602269,121078.68269270552,81144.23252061692,107343.84155648753,283614.4946810395,133127.02061786875,98255.03053478344,37248.10000209893,131530.79190019736,267790.3412593273,222158.5377118782,639107.3599032701
594,2017-08-17,657744.0263461565,239582.1836257271,457626.67782427545,293190.2625562722,82928.65050402818,128470.2693978441,89679.42619485658,114015.09008363925,327196.56271277793,156607.66831475814,104620.36348696324,42827.76816402321,145072.91475897367,266529.16922512156,243197.47390442065,798225.3791860961
595,2017-08-18,724185.682115076,278693.9813901625,465940.0086138606,318488.71459420165,80450.4413350321,148909.40069937022,94788.4955763094,113833.97947179362,406614.62062450155,167509.4291607436,123686.12732069135,47140.70984638827,158584.92046515422,315114.7058192067,267065.7587743855,776658.1465403067
596,2017-08-19,842247.7712354366,364224.81514066824,621405.2615051243,363935.47846359096,79150.91774814819,176889.75092123178,106479.28040491627,134542.0565271,361827.03385145176,223126.23982663162,142902.72949223177,45481.8895820324,156775.2815041573,457297.6902700107,381440.8906127762,666853.6292145825
597,2017-08-20,544672.6899143534,239642.07965529012,347004.80938772386,261778.0993571743,49442.88361910585,137926.7573655005,86794.2706074477,98227.46633822244,303054.61209164455,129652.78454453094,107908.60931560521,40837.18834431608,126131.99216980227,317757.1366472403,242294.48060140476,490348.7020609031
598,2017-08-21,550835.777358408,223739.7611913644,364056.08819540613,274457.4298683573,73348.3136994925,120210.83915176246,80062.32763368149,101246.12479253557,254378.9736437998,149030.36859067014,95057.30267666192,43702.4233463853,125408.13658540351,206472.99756356288,213460.01699010874,619842.2285284412
599,2017-08-22,592955.6519396077,240330.88399526462,387236.21078814927,300719.56646284304,80722.45116470347,151961.82796778998,82646.8980725842,120746.7384661167,271106.53292308445,128634.5294701162,109718.63194977012,46929.58501852849,135361.20306699173,228303.4651720051,230224.95174452633,711684.1712472774
600,2017-08-23,567912.2316316378,211041.95769411037,408778.40052793553,273252.79577219754,73801.6515757129,132899.21981728033,82797.19064683728,118633.67754809752,340427.8075228457,132677.75887983586,98345.54850530389,45361.24361074116,130595.80307099808,224009.44981190728,216469.8050499909,698022.9754751138
601,2017-08-24,591993.5395159209,214276.26590546133,403529.0592304445,272078.15256639855,74254.98945193329,132300.7492244895,80453.00376480634,107253.28625056472,254981.7330144554,126208.59182428442,96927.68309770136,50428.194504177074,133581.73345469555,220976.60648601514,233595.9598796353,560865.8973689778
602,2017-08-25,669859.759692516,275699.1799120124,452438.73738874844,321048.6188494699,84349.04761537955,165488.16069200952,96291.16112827668,113683.0243105451,394106.6588665465,163735.70630081324,118980.01608444685,53293.4295062463,140247.2282616835,310039.86546339176,312304.1646050772,750517.0691464066
603,2017-08-26,780977.0587251973,361140.1696181736,592460.376294741,385228.3290086315,71958.10832948622,239254.5703321881,110927.17304064504,118875.1435382031,375450.15683046775,239898.19415498347,171923.71136282358,49704.34116402916,153065.49553606103,432044.0973669043,283319.06937815895,789622.6215166477
604,2017-08-27,574075.3190756923,300645.6440698491,420247.3897021244,295087.64077902405,55668.56276324545,181438.44207362345,94067.2148104123,95329.51864042923,256006.5367152661,198777.04889047978,135089.37094880352,47201.03283203389,129419.51164829757,263496.32589922944,218215.60727183524,492650.80333186337
605,2017-08-28,461966.0950675762,208526.32445246432,393395.32260375575,240756.41644581288,66699.52394017328,113537.40550437353,78830.13017249295,93186.30227181298,208144.6798031544,116385.04652632015,87636.1387793787,38544.99359638084,112529.5306136244,179447.7333687701,175926.91888694078,463298.9649876878
606,2017-08-29,506370.7948463353,227752.7951720855,437904.89392159274,265633.1783889719,76974.94566986426,144630.02422713427,83668.73146316703,106106.17824709942,342477.27396109694,135972.23976493016,103172.33789571478,46477.179491885974,125046.20879320412,252325.90773081128,266704.53869915864,694963.6263784367
607,2017-08-30,513015.0481072029,235928.52582238405,341573.85990695877,273011.8462325941,85044.16806023054,139093.80706884072,87635.79193751136,113894.33485005358,330210.50052942627,168258.17768536904,109778.98973664465,44124.67300210488,127217.77554640044,250914.62724707788,203948.83642665573,598275.1844403773
608,2017-08-31,523748.00515631563,232873.82831467097,340664.0893888434,254339.22252911562,70749.23100602897,133767.0633582234,79401.15088795742,110302.14463254069,247657.84015622718,142920.58567902973,104318.68681133864,44004.02703081364,116329.77243171798,204851.5652504907,214152.19429331503,569650.2361281088
609,2017-09-01,636037.6389444943,300885.2281881011,438664.1890878526,306231.07417778904,77911.81316365013,161268.625452253,90280.49892040758,107796.61808610162,314176.19910441764,177872.0506745745,127396.69055954162,46024.77396524346,132164.13943849376,255058.534157648,261738.24618772505,671851.7288451293
610,2017-09-02,732663.8457283166,406271.5183536906,660938.7686012539,395829.54074189573,68784.81423533485,221149.6549733355,106779.80050578155,119207.2093112973,340970.37553445785,230194.44357165621,171380.71579844892,48196.32274188746,135843.75605788923,345803.3993569945,292800.2146345695,631292.2078533486
611,2017-09-03,545694.8658614146,310198.98340009665,465121.0421873821,310447.40711620566,49835.766973244674,192780.24933836283,95960.58901732488,99585.84040413046,235571.78176505704,174936.9539333913,127064.85370027111,42737.28930745467,121457.10021991101,278210.08665102045,221074.99125630016,537208.6908934462
612,2017-09-04,419725.87422968843,206759.3915803558,300431.82318754523,236780.91944514227,82082.42927366895,105397.65772325073,71587.23797961487,95933.25033129186,230598.73503040784,109766.10451932838,76896.5688698076,40294.29271730526,108216.56645593251,154314.22722528593,208373.24194019788,499647.9919684484
613,2017-09-05,433374.98110160953,196696.93599882268,309533.8523730631,220607.99101249553,75463.83125569484,116410.25080735845,74322.10099277069,96929.4476505744,290154.77216474136,119290.16303070006,85826.07872563112,43762.74633203092,114158.20567852166,164043.34322006517,196815.3372339635,455150.81999448535
614,2017-09-06,428504.57466974016,204243.75833870974,365391.3407429064,246478.6556062866,75766.068346407,113088.56712677956,74442.34155693723,101095.2141083528,299076.20289659925,105513.2659171379,82205.99603771862,45240.608883249675,119858.59450371453,183171.20609157617,261015.9198073738,543781.8132053207
615,2017-09-07,509918.488504332,228621.287600749,431624.7099838036,265482.5423260232,88036.13410783288,130355.5886949271,76125.31916942369,104174.22794092588,245126.1380287774,116295.16893219839,89566.83956770998,43008.73712096007,115153.53320512248,233107.97978958362,233565.92457259283,589611.8997410348
616,2017-09-08,587123.1330840515,270548.1987546454,415726.2107394748,308158.55689275917,84197.94682987132,152979.24545593336,90641.12304144591,128957.51614808786,381839.7444715057,182364.541822327,114635.90189111877,44577.07852874738,131168.86410799797,290041.2430555336,273055.4133572098,577192.7337069181
617,2017-09-09,741172.0411032442,353653.2433078496,554109.9167925105,370380.566242875,70054.14608087367,216301.69939055017,102963.03260569028,122859.7993841359,395282.011446651,221658.72301418404,140006.64089015216,47140.70984638827,136175.51450138786,335503.74072492344,283860.842605948,603030.7988358962
618,2017-09-10,532436.3911013664,293248.56180386955,415969.2197847128,300779.88904913695,56484.556732563884,176650.3859913141,87245.08328256606,99223.6191804392,246060.44324596765,157985.37064937194,109567.79361195782,46718.460190668695,122874.64204000776,248692.50007772184,229021.03652057343,434492.43558573665
619,2017-09-11,456855.2153322701,208825.8046002793,272701.1184024795,236449.65642888407,84288.62861299368,106923.87135746061,66928.98127328041,98318.02164414526,189066.2744002907,111293.58180538248,72612.81246335406,34835.25928287247,113947.07243372117,172691.41732007192,183331.19092342508,420649.47016616474
620,2017-09-12,432593.27845798514,206340.11937341475,288053.0634952409,255152.3846245807,80238.88602744229,131462.79716578787,71617.28998970141,110905.87632340332,215016.50313339097,122345.05448652028,87998.13582229515,41319.74974188151,118863.2669771137,265117.88874138816,263453.8993324245,546901.8778896177
621,2017-09-13,458087.832821081,217840.0796644599,292512.84159592644,251116.67863947363,82414.85810572622,132181.00849153407,74833.01768806209,103630.89610538898,224269.47971178347,127496.41656477645,89385.84104625176,39570.45062095709,111051.65009612603,206623.23654217712,203226.39627620205,649497.0791375387
622,2017-09-14,536855.8826880492,239941.55980310513,315117.00680742925,271144.5725020605,74013.2068833027,138944.17485364387,73871.32084147277,99072.70849625644,291631.64539354376,138997.1509839471,99341.05908311545,37730.66139966438,109513.48307733114,216772.65619563393,215085.3366734758,553323.3997901685
623,2017-09-15,625875.9429972563,286690.023951772,511875.63657083473,302677.2672718888,80994.42547467916,168091.69131483877,88928.09341887294,106619.35463203923,308961.96404348407,148700.90156727433,111860.52886278823,41380.072727527135,124533.48645360582,262925.91379102424,268630.89407356526,713683.4488110413
624,2017-09-16,729657.3814105073,378839.2915839383,536633.1559554435,359929.8769707021,79755.35640987681,226087.34327084172,104826.35480251635,112264.25038931133,373159.5020659322,253136.015052679,159072.44214346298,42797.612293100276,133370.60020989508,367693.9103452478,289579.6105748778,713774.3336347453
625,2017-09-17,515299.8733047623,310318.77545922267,396490.4449272682,289756.9872211024,66064.85801740387,201189.31179964135,91001.77968630468,100883.90356884431,256247.58407818028,201262.8838936301,142359.69650827444,40595.90764553335,133461.05605989243,265688.43137868,293612.87447625306,552505.6249345575
626,2017-09-18,404122.5107487065,208735.96055593484,275461.56278824416,226179.70771187803,68029.27478809799,125328.10941470347,73089.9360554026,87028.18565253528,245698.73123822623,138038.79326685087,101211.4395041549,36463.9236763054,102154.24983854021,185062.96414288477,188598.40535579566,500041.88905707456
627,2017-09-19,431270.56568411266,212808.8905662189,272579.1814794241,245906.44305042498,75131.40242363758,124579.94833871926,72819.4354408034,99344.37441402487,222159.68095111861,125609.61825109927,83774.69978313346,38062.432198815404,105592.56386443443,247041.0460747441,210751.03708106113,487986.07376004854
628,2017-09-20,470444.0394708774,227543.15906861497,379681.31036395126,262741.89751558803,73952.75236122112,135442.90920763015,72278.46673542546,92763.68119279598,280449.86702172726,156607.66831475814,99160.06056165723,41922.9571107382,111202.44464352496,254397.92645063964,210419.96608297923,532180.422026815
629,2017-09-21,479373.1179293044,225806.17421128793,330408.41583909927,266205.3909448335,82233.5300591772,139692.33592962808,78469.47352763418,91978.79441302195,294826.43921406276,192247.98447760977,93729.95523957982,41711.83228287841,119285.53346671467,276858.84954709816,207169.326716245,651375.1140837887
630,2017-09-22,626507.2676225053,252279.98712298117,568399.8864135554,296834.49654068466,75161.62968467838,158126.4654691124,84239.75217863149,96657.73725574017,334098.5522042213,208061.51797257742,113459.392791849,46175.57580745764,130264.04462749949,271003.4452537392,251264.00170717118,672457.5648172479
631,2017-09-23,699563.1448906055,329605.1422084068,576501.3409893209,350412.88136472466,67727.07321708153,230665.92590547478,98394.89940579496,108672.06017179845,360500.85046531324,233578.73893458425,128935.23412131054,46959.75213325116,131862.55034369597,360066.7042311159,286027.93551710417,617055.5339028762
632,2017-09-24,510399.43511120585,271506.45784260234,389299.6256704909,281233.78066389955,49412.65635806506,182246.4443820871,89138.45748947863,95812.53957477196,265229.3471324518,183832.0586347746,107275.0957807101,42707.13343653173,112710.49450972409,305385.5898244275,230616.20712679563,553656.7698489004
633,2017-09-25,395734.6616304669,200470.38586129175,273701.6930122319,236208.7068892806,71776.7802829372,116440.20055759646,65756.88783226494,78817.40797056412,202207.16169010813,147892.25568533037,85826.07872563112,37790.98438530999,95699.88827635278,173742.43752493887,231850.27142789343,439126.8073637416
634,2017-09-26,416208.43154331815,193043.35558053074,379833.5153175523,230124.98661847296,70023.91881983289,119612.31029097506,67740.4180694371,84251.03766539351,235963.65993400532,140554.54539051643,84106.57406198667,34232.05191401579,96664.99425814781,223378.8637948044,199163.09706778429,446457.177501333
635,2017-09-27,408061.05572851544,181303.8111712336,291997.4202757774,229402.25160152008,69056.82406500622,204181.8395675851,66989.08529345346,82349.24280981705,226409.30367028498,155020.35678767352,88239.4921306279,32060.503137371794,99530.29944314715,194281.71140926983,193925.91794245614,584856.2853455159
636,2017-09-28,468910.8851552552,202836.27902903032,333139.456995191,228107.19042684813,67394.60886532858,120360.47136695929,70956.11324397735,81111.62397749472,232256.46426308097,162567.67627495824,97772.35533770062,31457.295768515116,97177.76879385111,222898.38622722926,259751.82019923354,456120.00670369464
637,2017-09-29,588506.1285912377,233592.58066942697,387266.47881869494,265151.279309765,72411.44620570661,154864.56475301634,73450.56017644094,87722.47264932071,249707.30659447837,200993.31422755276,104771.20182477555,34051.09420087868,110931.02489742792,255839.22862427856,313086.6753696158,585916.5454361548
638,2017-09-30,786448.7580206286,309480.3084303918,685969.5650616463,333336.4773599581,62559.13509119525,169139.0585532201,91693.00844211527,85488.65649771584,363333.93227809086,268679.9788815693,123867.12584214959,35800.3933218031,116902.83346871786,312682.4268205119,295117.7116211429,682211.2788433136
639,2017-10-01,654978.0353317839,298818.89255322865,502591.13440117013,307827.2938765009,47357.557804248594,140231.02355793605,85622.20969025267,74138.4651278459,308570.22683790594,239089.54827303952,112524.20258132927,30974.734370949667,99168.37165094775,321690.76119938516,280881.0898531083,612845.0398918561
640,2017-10-02,645568.0102664832,328796.62319435744,550286.6321341567,337161.3382976801,45604.696341144285,168420.8472274739,83728.83548334008,75013.90721354274,342778.6536464247,311687.92245975015,140097.1588606726,24460.088041017687,99650.92464184528,283465.05714626866,249337.64633276465,521608.9331451384
641,2017-10-03,454660.4854197723,214156.4738463353,499466.60884798475,246087.0700037345,29254.696252821937,111622.19472504912,58423.83960912728,54124.719546390734,238043.29253346336,244809.96680396557,99853.93188342689,18186.722409868424,68344.11842049308,265718.45306858554,181826.24000843274,383209.82530095545
642,2017-10-04,443897.49660897243,196247.71577710018,445945.8124362669,261266.09578574917,37112.3633355984,102524.8124202658,54757.33175946867,48962.80024639557,182978.0664445805,280300.5080153769,102810.30343321565,18518.4819652197,59778.47660640585,210526.83940441642,150433.3143336088,348163.355088136
643,2017-10-05,714535.1837463385,349370.67719409504,663183.7916668695,436818.90853140753,54580.55896425564,172400.95926931614,82226.1699313728,71361.31714070414,278490.7581037264,403034.9268826116,165407.57749241416,27928.530411943593,99319.16619834668,319588.85131873784,291566.1503334717,604848.306752252
644,2017-10-06,828809.1059052651,394502.025929612,711182.8345061854,604149.7868457604,57088.995394292506,185897.34224329767,98755.55605065374,82168.13219797143,332832.5601771263,386023.44624127366,166433.24825387166,32422.42980744575,120250.69164461472,379524.93622067437,281543.23184927215,668943.7916020504
645,2017-10-07,829710.9355956382,424869.0807629003,738944.6721226694,506088.4363107448,78093.14121019916,217708.17229180466,103023.13662586335,98348.22157180813,343019.84197270905,423610.45807512105,197173.7722076906,36403.60069065978,123236.56983220715,405078.87655192264,274650.69773353444,619145.5077326185
646,2017-10-08,750431.907360109,405702.5060728421,775626.0659405248,414381.7464765011,64644.425386356816,213009.90719221273,106359.07236457015,91163.7966597166,345099.4745721671,319864.2588733112,166855.60308366263,33749.49051645034,157951.5729268578,326555.3191967748,264447.22609677265,640833.7944381963
647,2017-10-09,557720.5039227126,336163.7574455555,444610.5598887667,301954.4186530785,45151.35846492388,174196.4875836817,80603.26381523898,76915.65759205344,295218.31738301105,237082.89212843726,120940.87705642405,27234.84418651836,107673.67476763342,293734.6940884341,239254.5434643777,442428.6416954466
648,2017-10-10,351870.97198195604,170522.60323494446,270182.8182610802,196905.758673278,53371.71716049408,91272.8544062404,56139.78927108984,75617.63890440538,287653.2361984984,121865.87562797217,61209.53141565922,24822.014711091644,86983.45191486664,173352.02502708032,180833.027014187,505433.50866079633
649,2017-10-11,385693.31193991704,179357.19021043606,284594.72480518045,217807.13721762388,60352.93575187054,106684.50642754292,60647.81845081211,79783.40536218378,224299.50490962013,122315.07424971701,73487.64488699923,30311.204016447373,95579.21088154963,250464.17136940823,268058.97176863125,511400.9835582779
650,2017-10-12,423814.57801793335,201608.4104229888,313630.4141072007,229462.4605859566,73922.52510018033,114405.2490453166,63923.61764552541,81232.33473401463,256488.7724044646,172271.42685828544,102599.1447281115,29376.225848439673,100043.02178274545,245929.9824900661,227185.0146074992,509159.4093172118
651,2017-10-13,519989.8699565691,260455.79515833082,392758.8291614241,274487.53436057555,77307.37450192151,131851.85257889898,72699.22740045728,97442.62403551419,292415.2607680701,160141.73862912643,106370.0657538363,31758.899452943453,112559.69996232518,306676.78354853875,256440.8826782095,697144.6735896085
652,2017-10-14,686214.794055435,342362.919120275,517640.3991884749,318307.9740390347,67787.4922194674,170126.584559122,88447.22873366806,99012.30864093071,327437.6100756922,222976.5279914793,126099.50330610546,34805.10341194953,122241.29450171134,294425.3234853481,243197.47390442065,603061.1566297062
653,2017-10-15,515269.8415430751,294386.58636556653,388631.9993967408,261296.31387982485,54671.240747378,149867.03522303075,85622.20969025267,91495.81795574499,268454.1661508075,221928.29268026134,122509.58080183888,27928.530411943593,103873.43294953983,225600.99096416045,174211.26574224135,378726.8653765487
654,2017-10-16,401446.83422933496,181333.7591860151,421217.6962813312,223649.79434697065,63224.028275005454,101447.49543164646,67379.76142457833,89533.71219897436,235119.71223706537,138517.97212539898,82205.99603771862,30371.527002092993,86108.74958696395,175063.65293895564,145075.76643990586,472931.43639623956
655,2017-10-17,384099.8748909812,183549.91227984615,294576.2564782681,231811.63339569705,71716.32576085563,114016.25190020207,64855.29500584866,87782.87250464644,278460.59194251953,144358.18537096208,91135.54331312481,34262.21902873847,100404.94957494484,191609.12836224417,158650.24621177666,403050.4348540932
656,2017-10-18,417170.3247570656,187952.1930676756,281772.8795574517,231841.73788791534,75070.94790155602,114016.25190020207,65276.02314706005,86424.45396167264,300100.8656340398,143789.12891829218,89235.00270843947,32935.15831973388,102033.62463984209,190167.82618860525,160095.01274258154,436885.421680401
657,2017-10-19,441732.7984581618,201608.4104229888,318970.55949632876,268283.3961208949,72441.67346674741,121407.83860534064,67229.5013741457,91224.15203797656,270262.5852261445,160650.8977244778,94846.14397155777,37941.786227524164,106768.85528713494,289410.65703843074,238622.43677525636,501980.4510332186
658,2017-10-20,559975.2973585847,252938.84344817416,407261.53979716136,293822.7976984278,78878.9079184768,143492.8660060355,78649.81811197379,100008.46148314745,353086.4591234646,181166.53155966874,116264.96342340815,35619.435608666,123115.94463350903,267490.1243602719,209366.56870454605,546720.1082422095
659,2017-10-21,680201.8654198163,334396.82457344694,522312.9183038529,345865.1718081924,69570.5809436125,199782.78063039028,93195.67399408255,102151.72232882949,359626.8775705366,247205.92421299408,140127.31904431854,40414.9386885965,126011.36697110416,323672.7148494969,252768.83885206108,637956.2149889272
660,2017-10-22,501770.8934795901,279203.09764144797,448858.46177563263,279306.2979489295,48777.99043529565,172550.591484513,86133.12638554408,81926.66620786583,270111.8953834806,216687.0530078834,127004.53333297926,35468.63376645183,114369.33892332212,275627.69920279796,217192.24520044457,489621.81202899606
661,2017-10-23,397779.01352458936,193312.88771356424,367332.8187021926,223439.0629014429,73952.75236122112,104978.71082789819,64434.53434081683,86394.29851107557,248893.52505874523,178860.38862847397,89989.19439750096,29315.914106593802,101249.43035804175,193590.95148326937,158138.5082910301,426222.8594172947
662,2017-10-24,423904.8925129343,199871.42556566175,289782.66524070746,240997.2523835589,75252.31146780074,116948.93843566641,72488.86332985159,97020.0029564972,289009.44478247355,150318.19333116218,89808.19587604274,31577.94173980635,104989.38567483878,225330.66522592405,179267.8917150073,451394.7501019856
663,2017-10-25,419004.2351094385,190018.60608759918,292512.84159592644,252652.68935374898,78999.78144294425,128949.05752567606,70024.46840747455,92250.50480785617,266917.1015629616,150977.12737795385,96897.52291405543,31728.743582020517,102817.81892164245,243407.63842165467,192120.04510652684,466025.1325833586
664,2017-10-26,449549.6056844661,203764.59010220572,329710.5215348035,268554.4501527166,77670.03059501955,121826.78550069318,71707.47854378143,88718.66996860324,347781.86654228077,159812.2716057306,103474.01457133939,30944.56725622699,109875.41086953053,257460.79146643728,193986.10232664354,480231.6372977466
665,2017-10-27,569776.1737456978,263600.25932533725,434325.4831093497,305327.4850038118,85225.49610677955,145737.29096599162,82075.90988094018,92280.66025845325,318094.2759770494,187186.43687718737,110412.50327153977,34835.25928287247,120914.20853161192,389133.8349267449,286840.5953587877,754242.969802822
666,2017-10-28,691896.9348926159,346765.27729315555,632691.7776951664,360441.88054212724,73438.99548261486,209658.21549339927,90911.59113222467,101034.81425302707,351880.9403821533,267362.173904274,141877.0213111916,34774.947541026595,121426.93087121022,389554.269114509,283499.6225307212,691419.6839271549
667,2017-10-29,486618.664053734,278873.6694788514,439452.88748378534,309875.19456034404,62287.12526152387,173837.38192080858,86914.51117161426,81111.62397749472,264777.1366410899,226899.96268656195,115993.44693142947,27747.572698806485,109181.72463383255,280192.0403011322,209577.27093425315,482351.96892129886
668,2017-10-30,372705.56145493226,175523.84431840398,304709.9931049568,228769.71645936454,70930.55905257798,97916.28003539472,62931.86878884955,73112.15683503206,224058.45754670593,135493.06090638204,68992.72977544156,27687.24971316087,92201.23555305702,202689.48146094574,191849.04472252988,491742.14365254826
669,2017-10-31,419365.0546695634,187982.1410824571,446006.3484973582,246026.86101929797,75070.94790155602,112041.14162040166,66628.42864859468,82500.19797106559,284428.2762167726,148012.0503999674,77017.24702397398,31065.213227518223,103632.13035603856,237191.8433203427,165723.44725017902,393478.49047543557
670,2017-11-01,437102.86532972945,195858.39158494066,309291.70812869776,267771.3925494698,77216.72823849485,111233.139311938,71887.7906043006,81473.84520118598,307635.7806573456,151156.81944990938,74181.5162087689,30220.725159878824,106919.64983453386,265057.8453615771,171171.32860521428,424375.18226485467
671,2017-11-02,480605.73541811534,222511.89258532287,325068.2704499712,306712.8596551385,85981.0355540164,120988.8917099881,70445.22907250636,95963.45025895472,296604.692128193,161429.56336961847,79128.94633376347,31035.057356595287,117475.89450571772,268811.3397742887,199042.7282994095,503525.3044784621
672,2017-11-03,599599.9052004754,261024.8074391793,428621.2565528009,353725.73873102147,88700.99177194739,135502.75044010955,83518.47141273439,99857.55079896469,391424.12593306275,186527.56594668372,94785.78618468324,34774.947541026595,121577.72541860913,323732.75822930795,230706.54058812794,590702.5176254836
673,2017-11-04,716489.4403553993,344459.28015498,547283.178703154,446456.4357081154,82656.64067435681,187393.60612726957,101430.31504363648,103600.69617772612,373973.28360166535,260174.23856090032,130081.5830369344,31608.097610729284,127549.58618600407,400364.4270040607,266855.0565446784,580706.5069221156
674,2017-11-05,513435.9311907023,370633.61291885824,397825.6974747684,341197.0442827872,68301.28461776937,160909.51978937988,87816.10399803052,78696.65273697845,269117.2578438767,212673.74071867895,110321.98530101932,27838.051555375037,109513.48307733114,305685.8067234829,205604.1914170653,458270.6961210567
675,2017-11-06,398680.84321496246,213048.3972994198,290510.8275755489,281595.2617742334,73801.6515757129,106295.4510144318,66688.53266876774,77368.4785987333,243378.05127585397,171792.24799973736,78374.75464470197,31276.33805537801,103059.06931903868,277849.826372154,176137.6211166479,409138.96381136315
676,2017-11-07,420477.5451116256,236587.38214757704,314176.1034578954,285691.17674377706,90423.6614937066,114884.09544114514,75343.93438335351,88929.98050811174,267791.21542110835,150497.88540311772,77952.39981491101,29466.715948807974,105230.63607223504,275387.52568355366,225649.914615362,483321.3441882336
677,2017-11-08,455081.3685032716,210083.62122110234,385628.54596573807,299123.34676413116,79846.00267330348,120510.04531415956,73390.45615626787,94212.6105646268,289732.86879795644,163076.8353703096,88420.49065208613,32512.908664014303,114640.81086552418,261184.26418924335,191457.78934026056,555928.5133260508
678,2017-11-09,509256.9129074565,213317.9294324533,508508.1019724114,314332.59064022155,91179.20094094347,127781.9495543393,77627.98472139095,93216.45772241005,317521.6827676005,163735.70630081324,89355.68086260585,33990.771215233064,118290.25813621885,282744.4060594492,211112.25715628796,474385.405017779
679,2017-11-10,565356.682159015,282706.93798583245,501560.29176087206,329722.4614696214,87945.45232471054,136101.27930089695,77056.96400592648,100099.01678907027,311945.8766622957,176224.84179017137,94996.98230937008,35528.956752097445,132224.47813589533,313553.18635685905,237328.3018600736,527182.5109539939
680,2017-11-11,709935.2823795932,354431.8916921686,541639.4882076965,435493.8564663747,85829.93476850817,185897.34224329767,109875.3201637961,103359.18571055475,359265.1655627952,244510.41690108497,130232.4213747467,40505.41754516505,137412.0924253849,402046.03322603053,286088.1199012915,619569.574057329
681,2017-11-12,508956.3760806452,305287.5863609817,398159.51061164343,328909.29937415634,60836.50088913173,156271.09592226738,91302.29978716996,79692.85005626097,283976.20668878086,207821.86542701535,111166.65754101858,32814.512348442644,116239.31658172063,317907.245096768,237599.18847396813,436764.17906288704
682,2017-11-13,439658.4148023522,190767.3064571367,299005.766548408,257079.8673395508,74859.42811366191,101656.96887932273,65606.62778183229,74500.73082860294,256368.2487230075,139626.10479393546,72612.81246335406,31758.899452943453,109030.87789032861,227252.44496713814,182518.53108174153,406503.49248167087
683,2017-11-14,423934.9242746215,193672.18650589112,291360.062032573,268855.6086767565,83623.73542918346,109108.4550849373,73059.88404531607,85850.9221984729,254831.04317179148,142621.09889243718,77439.56443418226,32331.9509508772,110719.89165262744,258691.94181073745,201300.04090179552,581706.0514251348
684,2017-11-15,441642.7031731003,187502.9728459531,277858.79080746084,267952.13310463674,84439.7293985019,106744.34766002234,69453.44769201007,91193.95211031368,272734.0959945508,140884.01241391225,77047.4072076199,31909.70129515762,114037.58047982352,314033.6639244343,212165.76830482355,598426.5962939756
685,2017-11-16,500327.8344490294,207358.3518759858,335991.5702734654,276354.8080911091,83170.39755296307,109407.719515331,76786.49591514774,96204.96072612608,263692.1415812358,141063.7044858678,101543.27636342541,30703.286557444266,114218.54437592321,322951.93323359085,300896.6639742601,526485.7901581712
686,2017-11-17,557991.0089878367,238743.6392118451,378194.7176637227,304544.427400565,77277.14724088072,123622.31381505875,86343.49045614978,99193.41925277634,285483.10511541995,151755.7930230945,87998.13582229515,34865.42639759515,117747.36644791978,333401.8308442761,240458.45868833057,743883.4198046378
687,2017-11-18,668326.6053768938,313583.10907040624,424373.354665935,367308.5448143243,72048.79011260858,144241.02708201975,103984.83347245268,102604.54333550936,310288.1474296226,195692.1771978563,108029.25005018892,30250.881030801753,119979.21970241265,416759.79397782154,317119.9392709911,609240.3818529546
688,2017-11-19,457757.0450226432,233622.5286842085,307531.8383526855,277499.2332028324,54701.468008418786,122754.47027411567,82376.42998180544,83134.12958959109,223666.5793777577,153103.51512090507,82990.34791042603,29255.591120948186,99801.71918924418,331479.9205739755,218757.38049962427,479837.74020912056
689,2017-11-20,396335.9544940288,184298.53526433255,321852.9408051488,235305.11771530335,68422.1581422368,89088.2706787637,67710.36605935058,88839.38072512315,205944.5235222393,122015.58746312444,68811.69383440066,29074.622164011333,97780.94698344676,252656.27684885875,197357.11046175257,517610.5665753362
690,2017-11-21,434547.53506704606,190827.20248669968,343060.4526071873,248315.82484460194,78455.7973032972,97916.28003539472,70054.52041756107,85126.43527402458,213810.9843920797,143250.05270242557,69415.04718564985,30552.484715230097,105110.0108735369,326165.03722800274,199042.7282994095,576920.0792358059
